2018-03-24 12:36:10.252  INFO 14564 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-03-24 12:36:10.252  INFO 14564 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : FrameworkServlet 'dispatcherServlet': initialization started
2018-03-24 12:36:10.278  INFO 14564 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : FrameworkServlet 'dispatcherServlet': initialization completed in 26 ms
2018-03-24 12:36:10.348  INFO 14564 --- [http-nio-8080-exec-5] p.controllers.TransporterController      : Fetching all transporters
2018-03-24 12:36:10.359  INFO 14564 --- [http-nio-8080-exec-7] portal.controllers.InvoiceController     : Fetching all Invoice statuses
2018-03-24 12:36:10.363  INFO 14564 --- [http-nio-8080-exec-2] portal.controllers.CompanyController     : Fetching all companies
2018-03-24 12:36:10.423  INFO 14564 --- [http-nio-8080-exec-3] o.h.h.i.QueryTranslatorFactoryInitiator  : HHH000397: Using ASTQueryTranslatorFactory
2018-03-24 12:36:10.512  INFO 14564 --- [http-nio-8080-exec-4] p.controllers.PurchaseOrderController    : Fetching purchase orders for site Site [siteId=SiteId [companyId=5, companyName=Larsen & Toubro Limited, siteId=1], siteName=Registered Office, siteAddress=Chennai, pinCode=414545, stateCode=portal.models.StateCode@4dfe05c5, contactPerson=Albert Vijayan, contactNumber=9945577965, sitePan=ALOPO1401Z, registrationStatus=REGISTERED, gstNumber=21ALOPO1401Z1AE, purchaseOrders=null]
2018-03-24 12:36:10.608 DEBUG 14564 --- [http-nio-8080-exec-6] org.hibernate.SQL                        : select vehicle0_.vehicle_number as vehicle_1_10_, vehicle0_.vehicle_capacity as vehicle_2_10_, vehicle0_.vehicle_type as vehicle_3_10_ from vehicle vehicle0_
2018-03-24 12:36:10.608 DEBUG 14564 --- [http-nio-8080-exec-5] org.hibernate.SQL                        : select transporte0_.transporter_id as transpor1_9_, transporte0_.contact_number as contact_2_9_, transporte0_.contact_person as contact_3_9_, transporte0_.gst_number as gst_numb4_9_, transporte0_.registration_status as registra5_9_, transporte0_.state_name as state_na8_9_, transporte0_.transporter_name as transpor6_9_, transporte0_.transporter_pan as transpor7_9_ from transporter transporte0_
2018-03-24 12:36:10.608 DEBUG 14564 --- [http-nio-8080-exec-4] org.hibernate.SQL                        : select purchaseor0_.purchase_order_number as purchase1_6_, purchaseor0_.company_id as company_6_6_, purchaseor0_.site_id as site_id7_6_, purchaseor0_.additional_information as addition2_6_, purchaseor0_.order_date as order_da3_6_, purchaseor0_.order_status as order_st4_6_, purchaseor0_.order_status_date as order_st5_6_ from purchase_order purchaseor0_ where (purchaseor0_.company_id, purchaseor0_.site_id)=(?, ?)
2018-03-24 12:36:10.608 DEBUG 14564 --- [http-nio-8080-exec-2] org.hibernate.SQL                        : select company0_.company_id as company_1_1_, company0_.company_address as company_2_1_, company0_.company_name as company_3_1_, company0_.company_pan as company_4_1_, company0_.contact_number as contact_5_1_, company0_.contact_person as contact_6_1_, company0_.gst_number as gst_numb7_1_, company0_.pin_code as pin_code8_1_, company0_.registration_status as registra9_1_, company0_.state_name as state_n10_1_ from company company0_
2018-03-24 12:36:10.608 DEBUG 14564 --- [http-nio-8080-exec-3] org.hibernate.SQL                        : select site0_.company_id as company10_7_, site0_.site_id as site_id1_7_, site0_.contact_number as contact_2_7_, site0_.contact_person as contact_3_7_, site0_.gst_number as gst_numb4_7_, site0_.pin_code as pin_code5_7_, site0_.registration_status as registra6_7_, site0_.site_address as site_add7_7_, site0_.site_name as site_nam8_7_, site0_.site_pan as site_pan9_7_, site0_.state_name as state_n11_7_ from site site0_ where site0_.company_id=?
2018-03-24 12:36:10.653 DEBUG 14564 --- [http-nio-8080-exec-3] org.hibernate.SQL                        : select company0_.company_id as company_1_1_0_, company0_.company_address as company_2_1_0_, company0_.company_name as company_3_1_0_, company0_.company_pan as company_4_1_0_, company0_.contact_number as contact_5_1_0_, company0_.contact_person as contact_6_1_0_, company0_.gst_number as gst_numb7_1_0_, company0_.pin_code as pin_code8_1_0_, company0_.registration_status as registra9_1_0_, company0_.state_name as state_n10_1_0_, statecode1_.state_name as state_na1_8_1_, statecode1_.state_code as state_co2_8_1_ from company company0_ inner join state_code statecode1_ on company0_.state_name=statecode1_.state_name where company0_.company_id=?
2018-03-24 12:36:10.663 DEBUG 14564 --- [http-nio-8080-exec-5] org.hibernate.SQL                        : select statecode0_.state_name as state_na1_8_0_, statecode0_.state_code as state_co2_8_0_ from state_code statecode0_ where statecode0_.state_name=?
2018-03-24 12:36:10.680 DEBUG 14564 --- [http-nio-8080-exec-2] org.hibernate.SQL                        : select statecode0_.state_name as state_na1_8_0_, statecode0_.state_code as state_co2_8_0_ from state_code statecode0_ where statecode0_.state_name=?
2018-03-24 12:36:10.682 DEBUG 14564 --- [http-nio-8080-exec-2] org.hibernate.SQL                        : select statecode0_.state_name as state_na1_8_0_, statecode0_.state_code as state_co2_8_0_ from state_code statecode0_ where statecode0_.state_name=?
2018-03-24 12:36:14.798  INFO 14564 --- [http-nio-8080-exec-8] portal.controllers.InvoiceController     : Updating invoice Invoice [invoiceId=4, invoiceNumber=78-0002, invoiceDate=Sat Mar 17 13:32:41 IST 2018companyName=Larsen & Toubro Limited, purchaseOrder=null, site=Registered Office, transporter=ABCD Transporter, vehicle=KA01AA0000, driverNumber=null, items=0, invoiceStatus=LOADING, invoiceStatusDate=Sat Mar 17 13:32:41 IST 2018, receiptNumber=null, receiptValue=null, comments=null]
2018-03-24 12:36:14.808 : select invoice0_.invoice_id as invoice_1_2_3_, invoice0_.comments as comments2_2_3_, invoice0_.driver_number as driver_n3_2_3_, invoice0_.invoice_date as invoice_4_2_3_, invoice0_.invoice_number as invoice_5_2_3_, invoice0_.invoice_status as invoice_6_2_3_, invoice0_.invoice_status_date as invoice_7_2_3_, invoice0_.purchase_order_purchase_order_number as purchas10_2_3_, invoice0_.purchase_order_company_id as purchas11_2_3_, invoice0_.purchase_order_site_id as purchas12_2_3_, invoice0_.receipt_number as receipt_8_2_3_, invoice0_.receipt_value as receipt_9_2_3_, invoice0_.site_company_id as site_co13_2_3_, invoice0_.site_site_id as site_si14_2_3_, invoice0_.transporter_id as transpo15_2_3_, invoice0_.vehicle_number as vehicle16_2_3_, items1_.invoice_number as invoice_6_3_5_, items1_.brand_id as brand_id5_3_5_, items1_.item_id as item_id7_3_5_, items1_.brand_id as brand_id5_3_0_, items1_.invoice_number as invoice_6_3_0_, items1_.item_id as item_id7_3_0_, items1_.additional_information as addition1_3_0_, items1_.price as price2_3_0_, items1_.quantity as quantity3_3_0_, items1_.unit_of_measurement as unit_of_4_3_0_, transporte2_.transporter_id as transpor1_9_1_, transporte2_.contact_number as contact_2_9_1_, transporte2_.contact_person as contact_3_9_1_, transporte2_.gst_number as gst_numb4_9_1_, transporte2_.registration_status as registra5_9_1_, transporte2_.state_name as state_na8_9_1_, transporte2_.transporter_name as transpor6_9_1_, transporte2_.transporter_pan as transpor7_9_1_, vehicle3_.vehicle_number as vehicle_1_10_2_, vehicle3_.vehicle_capacity as vehicle_2_10_2_, vehicle3_.vehicle_type as vehicle_3_10_2_ from invoice invoice0_ left outer join invoice_item items1_ on invoice0_.invoice_number=items1_.invoice_number left outer join transporter transporte2_ on invoice0_.transporter_id=transporte2_.transporter_id left outer join vehicle vehicle3_ on invoice0_.vehicle_number=vehicle3_.vehicle_number where invoice0_.invoice_id=?
2018-03-24 12:36:14.815 : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.060 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
2018-03-24 12:43:03.076 DEBUG 12044 --- [http-nio-8080-exec-1] org.hibernate.SQL                        : select company0_.company_id as company_1_1_1_, company0_.company_address as company_2_1_1_, company0_.company_name as company_3_1_1_, company0_.company_pan as company_4_1_1_, company0_.contact_number as contact_5_1_1_, company0_.contact_person as contact_6_1_1_, company0_.gst_number as gst_numb7_1_1_, company0_.pin_code as pin_code8_1_1_, company0_.registration_status as registra9_1_1_, company0_.state_name as state_n10_1_1_, sites1_.company_id as company10_7_3_, sites1_.site_id as site_id1_7_3_, sites1_.company_id as company10_7_0_, sites1_.site_id as site_id1_7_0_, sites1_.contact_number as contact_2_7_0_, sites1_.contact_person as contact_3_7_0_, sites1_.gst_number as gst_numb4_7_0_, sites1_.pin_code as pin_code5_7_0_, sites1_.registration_status as registra6_7_0_, sites1_.site_address as site_add7_7_0_, sites1_.site_name as site_nam8_7_0_, sites1_.site_pan as site_pan9_7_0_, sites1_.state_name as state_n11_7_0_ from company company0_ left outer join site sites1_ on company0_.company_id=sites1_.company_id where company0_.company_id=?
